timestamp,elapsed_sec,FR_hip_temp,FR_hip_tau_est,FR_hip_q,FR_hip_dq,FR_thigh_temp,FR_thigh_tau_est,FR_thigh_q,FR_thigh_dq,FR_calf_temp,FR_calf_tau_est,FR_calf_q,FR_calf_dq,FL_hip_temp,FL_hip_tau_est,FL_hip_q,FL_hip_dq,FL_thigh_temp,FL_thigh_tau_est,FL_thigh_q,FL_thigh_dq,FL_calf_temp,FL_calf_tau_est,FL_calf_q,FL_calf_dq,RR_hip_temp,RR_hip_tau_est,RR_hip_q,RR_hip_dq,RR_thigh_temp,RR_thigh_tau_est,RR_thigh_q,RR_thigh_dq,RR_calf_temp,RR_calf_tau_est,RR_calf_q,RR_calf_dq,RL_hip_temp,RL_hip_tau_est,RL_hip_q,RL_hip_dq,RL_thigh_temp,RL_thigh_tau_est,RL_thigh_q,RL_thigh_dq,RL_calf_temp,RL_calf_tau_est,RL_calf_q,RL_calf_dq,FR_foot_force,FR_foot_force_est,FL_foot_force,FL_foot_force_est,RR_foot_force,RR_foot_force_est,RL_foot_force,RL_foot_force_est,imu_roll,imu_pitch,imu_yaw
2026-08-06T15:54:51.381640,0.203,35,-0.07421484589576721,-0.059048593044281006,0.06975942850112915,32,0.07421484589576721,1.2496891021728516,-0.034879714250564575,33,-0.09483008086681366,-2.76849102973938,0.04044025018811226,34,-0.12369140982627869,0.05735301971435547,-0.011626571416854858,32,-0.024738281965255737,1.2328548431396484,0.0852615237236023,33,0.0,-2.7196152210235596,-0.014154086820781231,38,0.049476563930511475,-0.39973652362823486,0.01937761902809143,33,0.024738281965255737,1.270484209060669,0.015502095222473145,33,0.0,-2.7632150650024414,0.03235219791531563,38,0.024738281965255737,0.3813580274581909,0.003875523805618286,33,-0.049476563930511475,1.2625515460968018,0.011626571416854858,35,0.04741504043340683,-2.7564854621887207,-0.05863836035132408,16,0,17,0,15,0,15,0,0.012118442915380001,-0.11550021171569824,0.03692164644598961
2026-08-06T15:54:51.585165,0.407,35,-0.07421484589576721,-0.059078872203826904,-0.023253142833709717,32,0.049476563930511475,1.2496891021728516,-0.05813286080956459,33,0.0,-2.7685067653656006,0.010110062547028065,34,-0.12369140982627869,0.05735301971435547,-0.015502095222473145,32,-0.12369140982627869,1.2328548431396484,0.034879714250564575,33,0.09483008086681366,-2.719583749771118,0.04044025018811226,38,0.049476563930511475,-0.399766743183136,-0.034879714250564575,33,0.049476563930511475,1.270484209060669,0.011626571416854858,33,-0.09483008086681366,-2.7632150650024414,0.018198112025856972,38,0.049476563930511475,0.381327748298645,-0.03100419044494629,33,-0.024738281965255737,1.2625818252563477,0.054257333278656006,35,0.04741504043340683,-2.756469488143921,-0.02022012509405613,16,0,17,0,15,0,15,0,0.012151218019425869,-0.11552400887012482,0.03697257116436958
2026-08-06T15:54:51.788009,0.61,35,-0.07421484589576721,-0.059048593044281006,0.04263076186180115,32,0.049476563930511475,1.2497193813323975,-0.003875523805618286,33,-0.04741504043340683,-2.7685227394104004,-0.028308173641562462,34,-0.049476563930511475,0.05735301971435547,-0.007751047611236572,32,-0.049476563930511475,1.2328245639801025,0.05813286080956459,33,0.09483008086681366,-2.7196152210235596,-0.0040440247394144535,38,0.049476563930511475,-0.39973652362823486,0.01937761902809143,33,0.049476563930511475,1.270484209060669,0.01937761902809143,33,0.0,-2.7631993293762207,0.012132074683904648,38,0.024738281965255737,0.3813580274581909,0.04263076186180115,33,-0.049476563930511475,1.2625515460968018,0.027128666639328003,35,0.0,-2.7564537525177,0.0020220123697072268,16,0,17,0,15,0,15,0,0.012137498706579208,-0.11546633392572403,0.036983296275138855
2026-08-06T15:54:51.993683,0.815,35,-0.12369140982627869,-0.059048593044281006,0.054257333278656006,32,0.07421484589576721,1.2496588230133057,-0.09688809514045715,33,-0.04741504043340683,-2.7685067653656006,0.014154086820781231,34,-0.12369140982627869,0.05735301971435547,-0.007751047611236572,32,-0.07421484589576721,1.2327942848205566,-0.04263076186180115,33,0.04741504043340683,-2.7196311950683594,-0.0020220123697072268,38,0.049476563930511475,-0.3997970223426819,-0.08138599991798401,33,0.024738281965255737,1.270453929901123,-0.03875523805618286,33,0.0,-2.7632150650024414,0.02022012509405613,38,0.024738281965255737,0.3812974691390991,-0.0852615237236023,33,-0.049476563930511475,1.2625818252563477,0.06200838088989258,35,0.04741504043340683,-2.756469488143921,-0.018198112025856972,16,0,17,0,15,0,15,0,0.012077156454324722,-0.1156124398112297,0.03723111003637314
2026-08-06T15:54:52.197181,1.019,35,-0.024738281965255737,-0.059048593044281006,0.046506285667419434,32,0.12369140982627869,1.2496891021728516,-0.01937761902809143,33,0.0,-2.76849102973938,0.010110062547028065,34,-0.049476563930511475,0.05735301971435547,-0.01937761902809143,32,-0.049476563930511475,1.2328851222991943,0.09301257133483887,33,0.04741504043340683,-2.7196152210235596,0.0,38,0.0,-0.399766743183136,0.01937761902809143,33,0.049476563930511475,1.270484209060669,0.01937761902809143,33,0.0,-2.763246536254883,-0.036396224051713943,38,0.024738281965255737,0.381327748298645,-0.03100419044494629,33,-0.049476563930511475,1.2625818252563477,0.054257333278656006,35,-0.04741504043340683,-2.7564537525177,0.0020220123697072268,16,0,17,0,15,0,15,0,0.012038190849125385,-0.11580104380846024,0.037110067903995514
2026-08-06T15:54:52.399924,1.222,35,-0.07421484589576721,-0.059078872203826904,0.10076361894607544,32,0.07421484589576721,1.2496891021728516,-0.04263076186180115,33,-0.04741504043340683,-2.76849102973938,0.02022012509405613,34,-0.07421484589576721,0.05735301971435547,-0.027128666639328003,32,-0.049476563930511475,1.2328245639801025,0.003875523805618286,33,0.0,-2.7196152210235596,0.0,38,0.0,-0.39970624446868896,0.05813286080956459,33,0.049476563930511475,1.270453929901123,-0.023253142833709717,33,-0.04741504043340683,-2.7632150650024414,0.010110062547028065,38,0.024738281965255737,0.381327748298645,-0.08913704752922058,33,-0.049476563930511475,1.2625818252563477,0.05813286080956459,35,0.04741504043340683,-2.7564537525177,0.010110062547028065,16,0,17,0,15,0,15,0,0.011877654120326042,-0.11597190797328949,0.03716693073511124
2026-08-06T15:54:52.604073,1.426,35,-0.07421484589576721,-0.059078872203826904,-0.01937761902809143,32,0.07421484589576721,1.2496891021728516,-0.03875523805618286,33,-0.09483008086681366,-2.76849102973938,0.022242136299610138,34,0.0,0.05738329887390137,0.03875523805618286,32,-0.049476563930511475,1.2328245639801025,-0.023253142833709717,33,0.0,-2.719599485397339,0.0,38,0.049476563930511475,-0.399766743183136,-0.023253142833709717,33,0.024738281965255737,1.270484209060669,0.01937761902809143,33,-0.04741504043340683,-2.7632150650024414,0.014154086820781231,38,0.024738281965255737,0.3812974691390991,-0.08138599991798401,33,-0.024738281965255737,1.2625515460968018,-0.011626571416854858,35,0.0,-2.7564854621887207,-0.05257232487201691,16,0,17,0,15,0,15,0,0.011820345185697079,-0.11599022150039673,0.03695972263813019
2026-08-06T15:54:52.807504,1.629,35,-0.07421484589576721,-0.059048593044281006,0.03875523805618286,32,0.07421484589576721,1.2496588230133057,0.01937761902809143,33,0.0,-2.7685067653656006,0.0020220123697072268,34,-0.049476563930511475,0.05735301971435547,-0.011626571416854858,32,-0.07421484589576721,1.2328548431396484,0.05038180947303772,33,0.0,-2.7196152210235596,-0.006066037341952324,38,0.024738281965255737,-0.39973652362823486,0.015502095222473145,33,0.049476563930511475,1.2704236507415771,-0.09301257133483887,33,0.0,-2.7632150650024414,0.010110062547028065,38,0.024738281965255737,0.381327748298645,-0.03875523805618286,33,0.0,1.2625818252563477,0.03875523805618286,35,0.0,-2.7564854621887207,-0.046506285667419434,16,0,17,0,15,0,15,0,0.011700951494276524,-0.11601689457893372,0.03692144155502319
2026-08-06T15:54:53.011319,1.833,35,-0.049476563930511475,-0.059048593044281006,0.04263076186180115,32,0.07421484589576721,1.2497193813323975,0.01937761902809143,33,0.0,-2.76849102973938,0.022242136299610138,34,-0.12369140982627869,0.05732274055480957,-0.003875523805618286,32,-0.049476563930511475,1.2328245639801025,0.003875523805618286,33,0.04741504043340683,-2.7196152210235596,-0.02022012509405613,38,0.049476563930511475,-0.399766743183136,-0.034879714250564575,33,0.0,1.270484209060669,-0.003875523805618286,33,0.0,-2.763230800628662,-0.012132074683904648,38,0.024738281965255737,0.3812974691390991,-0.09688809514045715,33,-0.024738281965255737,1.2625515460968018,0.0,35,0.04741504043340683,-2.7564537525177,0.010110062547028065,16,0,17,0,15,0,15,0,0.011596268974244595,-0.11611974239349365,0.03693893924355507
2026-08-06T15:54:53.215056,2.037,35,-0.07421484589576721,-0.059048593044281006,0.06200838088989258,32,0.07421484589576721,1.2496588230133057,-0.0852615237236023,33,-0.04741504043340683,-2.76849102973938,0.02022012509405613,34,0.0,0.05738329887390137,0.05038180947303772,32,-0.049476563930511475,1.2328548431396484,0.01937761902809143,33,0.04741504043340683,-2.7196311950683594,-0.028308173641562462,38,0.0,-0.39973652362823486,0.015502095222473145,33,0.049476563930511475,1.270484209060669,0.007751047611236572,33,-0.1422451138496399,-2.7631993293762207,0.04044025018811226,38,0.0,0.3813580274581909,0.011626571416854858,33,0.0,1.2625515460968018,0.007751047611236572,35,0.0,-2.7564537525177,0.0,16,0,17,0,15,0,15,0,0.011665921658277512,-0.11629721522331238,0.03689122572541237
