event,elapsed_sec,unix_sec,cloud_count,cloud_gap_sec,cloud_frame_id,eth0_rx_bytes,eth0_rx_packets,eth0_rx_errors,eth0_rx_dropped,eth0_tx_bytes,eth0_tx_packets,eth0_tx_errors,eth0_tx_dropped,eth1_rx_bytes,eth1_rx_packets,eth1_rx_errors,eth1_rx_dropped,eth1_tx_bytes,eth1_tx_packets,eth1_tx_errors,eth1_tx_dropped
counter_sample,1.094026,1786176450.143645,8,,base_link,1417684318,1238626,0,0,5528644,27549,0,0,0,0,0,0,0,0,0,0
counter_sample,2.095375,1786176451.144995,13,,base_link,1417744300,1238717,0,0,5529686,27554,0,0,0,0,0,0,0,0,0,0
counter_sample,3.093948,1786176452.143566,24,,base_link,1417852220,1238843,0,0,5530110,27558,0,0,0,0,0,0,0,0,0,0
counter_sample,4.096751,1786176453.146370,31,,base_link,1417911504,1238911,0,0,5530472,27559,0,0,0,0,0,0,0,0,0,0
counter_sample,5.096261,1786176454.145877,33,,base_link,1417936852,1238961,0,0,5531620,27565,0,0,0,0,0,0,0,0,0,0
counter_sample,6.094087,1786176455.143705,33,,base_link,1417944486,1238996,0,0,5531938,27568,0,0,0,0,0,0,0,0,0,0
counter_sample,7.093974,1786176456.143591,33,,base_link,1417952850,1239034,0,0,5532830,27574,0,0,0,0,0,0,0,0,0,0
counter_sample,8.093997,1786176457.143614,33,,base_link,1417964610,1239100,0,0,5534598,27582,0,0,0,0,0,0,0,0,0,0
counter_sample,9.094092,1786176458.143710,33,,base_link,1417973230,1239138,0,0,5535128,27587,0,0,0,0,0,0,0,0,0,0
counter_sample,10.094082,1786176459.143701,33,,base_link,1417980844,1239173,0,0,5535808,27591,0,0,0,0,0,0,0,0,0,0
cloud_gap,10.130052,1786176459.179688,34,5.788194,base_link,1417986958,1239178,0,0,5535808,27591,0,0,0,0,0,0,0,0,0,0
counter_sample,11.094015,1786176460.143633,43,,base_link,1418064902,1239264,0,0,5536956,27597,0,0,0,0,0,0,0,0,0,0
counter_sample,12.094378,1786176461.143999,54,,base_link,1418157264,1239357,0,0,5536956,27597,0,0,0,0,0,0,0,0,0,0
counter_sample,13.096217,1786176462.145838,61,,base_link,1418218212,1239431,0,0,5537742,27602,0,0,0,0,0,0,0,0,0,0
counter_sample,14.095943,1786176463.145567,68,,base_link,1418282144,1239505,0,0,5538784,27607,0,0,0,0,0,0,0,0,0,0
counter_sample,15.093981,1786176464.143598,75,,base_link,1418345014,1239582,0,0,5539314,27612,0,0,0,0,0,0,0,0,0,0
counter_sample,16.099257,1786176465.148879,83,,base_link,1418414838,1239688,0,0,5540720,27619,0,0,0,0,0,0,0,0,0,0
counter_sample,17.094721,1786176466.144337,93,,base_link,1418498678,1239780,0,0,5541974,27626,0,0,0,0,0,0,0,0,0,0
counter_sample,18.094676,1786176467.144294,100,,base_link,1418559166,1239854,0,0,5542292,27629,0,0,0,0,0,0,0,0,0,0
counter_sample,19.096081,1786176468.145740,108,,base_link,1418631266,1239938,0,0,5543078,27634,0,0,0,0,0,0,0,0,0,0
counter_sample,20.094374,1786176469.143993,115,,base_link,1418690218,1240006,0,0,5543802,27636,0,0,0,0,0,0,0,0,0,0
counter_sample,21.093972,1786176470.143589,125,,base_link,1418777582,1240098,0,0,5544226,27640,0,0,0,0,0,0,0,0,0,0
counter_sample,22.094460,1786176471.144088,130,,base_link,1418824750,1240162,0,0,5544906,27644,0,0,0,0,0,0,0,0,0,0
counter_sample,23.094109,1786176472.143729,139,,base_link,1418902594,1240250,0,0,5546160,27651,0,0,0,0,0,0,0,0,0,0
counter_sample,24.094147,1786176473.143765,148,,base_link,1418981684,1240363,0,0,5547204,27657,0,0,0,0,0,0,0,0,0,0
counter_sample,25.094095,1786176474.143714,153,,base_link,1419030702,1240430,0,0,5548096,27663,0,0,0,0,0,0,0,0,0,0
counter_sample,26.095136,1786176475.144753,163,,base_link,1419121070,1240524,0,0,5549138,27668,0,0,0,0,0,0,0,0,0,0
counter_sample,27.095178,1786176476.144800,171,,base_link,1419182136,1240597,0,0,5549562,27672,0,0,0,0,0,0,0,0,0,0
counter_sample,28.095171,1786176477.144795,181,,base_link,1419265114,1240682,0,0,5549924,27673,0,0,0,0,0,0,0,0,0,0
counter_sample,29.094094,1786176478.143707,189,,base_link,1419331696,1240761,0,0,5551072,27679,0,0,0,0,0,0,0,0,0,0
counter_sample,30.094000,1786176479.143618,199,,base_link,1419418172,1240853,0,0,5551390,27682,0,0,0,0,0,0,0,0,0,0
counter_sample,31.096485,1786176480.146105,208,,base_link,1419493790,1240941,0,0,5552324,27689,0,0,0,0,0,0,0,0,0,0
counter_sample,32.094076,1786176481.143693,216,,base_link,1419565896,1241049,0,0,5554134,27698,0,0,0,0,0,0,0,0,0,0
counter_sample,33.094206,1786176482.143828,226,,base_link,1419652352,1241143,0,0,5554664,27703,0,0,0,0,0,0,0,0,0,0
counter_sample,34.094095,1786176483.143717,232,,base_link,1419704532,1241209,0,0,5555344,27707,0,0,0,0,0,0,0,0,0,0
counter_sample,35.095096,1786176484.144713,232,,base_link,1419712312,1241245,0,0,5556492,27713,0,0,0,0,0,0,0,0,0,0
counter_sample,36.094134,1786176485.143754,232,,base_link,1419718338,1241274,0,0,5556492,27713,0,0,0,0,0,0,0,0,0,0
counter_sample,37.094730,1786176486.144350,232,,base_link,1419726564,1241311,0,0,5557278,27718,0,0,0,0,0,0,0,0,0,0
cloud_gap,37.291589,1786176486.341223,233,3.529783,base_link,1419736110,1241322,0,0,5557278,27718,0,0,0,0,0,0,0,0,0,0
counter_sample,38.095138,1786176487.144758,241,,base_link,1419805312,1241400,0,0,5558362,27724,0,0,0,0,0,0,0,0,0,0
counter_sample,39.094215,1786176488.143836,249,,base_link,1419874660,1241482,0,0,5558892,27729,0,0,0,0,0,0,0,0,0,0
counter_sample,40.094091,1786176489.143710,249,,base_link,1419886012,1241546,0,0,5560298,27736,0,0,0,0,0,0,0,0,0,0
counter_sample,41.094046,1786176490.143663,249,,base_link,1419894846,1241585,0,0,5561552,27743,0,0,0,0,0,0,0,0,0,0
counter_sample,42.094300,1786176491.143918,249,,base_link,1419902460,1241620,0,0,5561870,27746,0,0,0,0,0,0,0,0,0,0
cloud_gap,42.420559,1786176491.470192,250,3.534683,base_link,1419910802,1241635,0,0,5561976,27747,0,0,0,0,0,0,0,0,0,0
counter_sample,43.096083,1786176492.145701,252,,base_link,1419933678,1241673,0,0,5562656,27751,0,0,0,0,0,0,0,0,0,0
counter_sample,44.094870,1786176493.144490,252,,base_link,1419939704,1241702,0,0,5563380,27753,0,0,0,0,0,0,0,0,0,0
counter_sample,45.094125,1786176494.143743,252,,base_link,1419947990,1241740,0,0,5563846,27758,0,0,0,0,0,0,0,0,0,0
counter_sample,46.094249,1786176495.143870,252,,base_link,1419955624,1241775,0,0,5564526,27762,0,0,0,0,0,0,0,0,0,0
counter_sample,47.096132,1786176496.145752,252,,base_link,1419963988,1241813,0,0,5565780,27769,0,0,0,0,0,0,0,0,0,0
counter_sample,48.096093,1786176497.145713,252,,base_link,1419975534,1241878,0,0,5566824,27775,0,0,0,0,0,0,0,0,0,0
counter_sample,49.094269,1786176498.143897,252,,base_link,1419984368,1241917,0,0,5567716,27781,0,0,0,0,0,0,0,0,0,0
cloud_gap,49.336762,1786176498.386397,253,6.649878,base_link,1419994128,1241931,0,0,5567822,27782,0,0,0,0,0,0,0,0,0,0
counter_sample,50.094030,1786176499.143649,258,,base_link,1420041100,1241987,0,0,5568758,27786,0,0,0,0,0,0,0,0,0,0
counter_sample,51.094127,1786176500.143754,267,,base_link,1420120060,1242075,0,0,5569182,27790,0,0,0,0,0,0,0,0,0,0
counter_sample,52.094180,1786176501.143796,273,,base_link,1420171682,1242138,0,0,5569544,27791,0,0,0,0,0,0,0,0,0,0
counter_sample,53.094517,1786176502.144139,281,,base_link,1420244414,1242220,0,0,5570692,27797,0,0,0,0,0,0,0,0,0,0
counter_sample,54.095269,1786176503.144889,287,,base_link,1420300430,1242290,0,0,5571010,27800,0,0,0,0,0,0,0,0,0,0
counter_sample,55.094066,1786176504.143687,296,,base_link,1420375946,1242376,0,0,5571902,27806,0,0,0,0,0,0,0,0,0,0
counter_sample,56.094696,1786176505.144319,307,,base_link,1420473308,1242501,0,0,5573670,27814,0,0,0,0,0,0,0,0,0,0
counter_sample,57.094397,1786176506.144017,315,,base_link,1420542836,1242583,0,0,5574200,27819,0,0,0,0,0,0,0,0,0,0
counter_sample,58.097556,1786176507.147179,324,,base_link,1420621532,1242669,0,0,5574880,27823,0,0,0,0,0,0,0,0,0,0
counter_sample,59.095153,1786176508.144772,335,,base_link,1420711856,1242765,0,0,5576028,27829,0,0,0,0,0,0,0,0,0,0
